gene	log2	pvalue	padj
ENSG00000003096	-4.70598002221204	0.941196004442408	0.54099733548511
ENSG00000003137	-3.4073012642753	0.681460252855059	0.58524592900108
ENSG00000003147	-4.87355925860382	0.974711851720763	0.164983526820297
ENSG00000003249	-0.962435658961948	0.19248713179239	0.0226409820444482
ENSG00000003393	-4.4656276858016	0.893125537160319	0.245167243576674
ENSG00000003400	-2.53224550212773	0.506449100425545	0.491472313638115
ENSG00000003402	-2.29111465954634	0.458222931909269	0.748774614954339
ENSG00000003436	-3.73575792630223	0.747151585260445	0.00821263038856518
ENSG00000003509	-2.74768770315212	0.549537540630424	0.608435866425123
ENSG00000003756	-0.140188245721698	0.0280376491443395	0.363370216201041
ENSG00000004139	-2.05519364720578	0.411038729441156	0.218537770964498
ENSG00000004399	-3.61284785320684	0.722569570641368	0.0129000166080318
ENSG00000004455	-4.39910850894356	0.879821701788711	0.674696411761212
ENSG00000004468	-0.72333568590681	0.144667137181362	0.235634361490501
ENSG00000004478	-0.200536134258064	0.0401072268516127	0.735836412781333
ENSG00000004487	-0.85639421038966	0.171278842077932	0.579288688533762
ENSG00000004534	-1.25794049080422	0.251588098160844	0.413590360746919
ENSG00000004660	-4.26646592369311	0.853293184738622	0.0160811181044531
ENSG00000004700	-1.10189841188368	0.220379682376736	0.514235229125896
ENSG00000004766	-2.8298268720581	0.565965374411621	3.96652713950435E-06
ENSG00000004776	-3.31731187785134	0.663462375570268	0.280203188670582
ENSG00000004777	-1.51594109449245	0.30318821889849	0.90691431234172
ENSG00000004779	-2.69934119332868	0.539868238665736	0.722315185480245
ENSG00000004799	-2.0276541461489	0.405530829229781	0.136725347616026
ENSG00000004809	-3.16831792527921	0.633663585055842	0.894996070093707
ENSG00000004838	-1.04167214526918	0.208334429053835	0.914790990150646
ENSG00000004846	-3.21990181899624	0.643980363799247	0.629683801908395
ENSG00000004864	-2.44412036525446	0.488824073050891	0.0718129515092478
ENSG00000004866	-0.82407817582855	0.16481563516571	0.484852120166303
ENSG00000004897	-2.07932460858483	0.415864921716967	0.0610071643756936
ENSG00000004939	-1.31656314228264	0.263312628456529	0.349117366511422
ENSG00000004948	-3.30125884030874	0.660251768061748	0.297028738634658
ENSG00000004961	-3.01177449556039	0.602354899112078	0.578775108273065
ENSG00000004975	-4.17895783445126	0.835791566890252	0.540859015709037
ENSG00000005001	-2.49015923432435	0.498031846864869	0.100179105451091
ENSG00000005007	-2.89093288361579	0.578186576723157	0.24667400621037
ENSG00000005020	-4.48556207676775	0.897112415353551	0.510927970948397
ENSG00000005022	-4.19484919586724	0.838969839173448	0.15942672043565
ENSG00000005059	-3.82652286430765	0.76530457286153	0.910546597389288
ENSG00000005073	-1.12553791835356	0.225107583670712	0.158113320831108
ENSG00000005075	-4.02195240015274	0.804390480030548	0.672667486619366
ENSG00000005102	-0.765180926077987	0.153036185215597	0.840508550766765
ENSG00000005108	-1.36614254874722	0.273228509749443	0.433172082134569
ENSG00000005156	-3.61317018411612	0.722634036823224	0.204293885768301
ENSG00000005175	-2.85020443189527	0.570040886379053	0.386616590319399
ENSG00000005187	-2.13153401637182	0.426306803274365	0.767902299596447
ENSG00000005189	-2.38763031987371	0.477526063974743	0.691133201697843
ENSG00000005194	-1.09446415625664	0.218892831251328	0.465865680033489
ENSG00000005238	-2.08702026252043	0.417404052504086	0.290453359103977
ENSG00000005243	-4.93197696995818	0.986395393991636	0.90009797360675
ENSG00000005249	-2.35878400317957	0.471756800635913	0.00783000607935597
ENSG00000005302	-3.41001968751271	0.682003937502542	0.747231643624776
ENSG00000005339	-4.89882448769804	0.979764897539609	0.169642204041203
ENSG00000005379	-0.967503339184543	0.193500667836909	0.270190530320454
ENSG00000005381	-2.55826632816962	0.511653265633924	0.790615606447682
ENSG00000005421	-4.10414776952806	0.820829553905613	0.499067702499333
ENSG00000005448	-1.33289885718558	0.266579771437116	0.799298308298521
ENSG00000005469	-1.91043810812136	0.382087621624272	0.427431489209981
ENSG00000005471	-3.97557006417418	0.795114012834836	0.310057088911513
ENSG00000005483	-1.61806700638446	0.323613401276892	0.17928896515122
ENSG00000005486	-1.88634952133661	0.377269904267322	0.229011521763142
ENSG00000005513	-1.68098365304143	0.336196730608286	0.417482382163052
ENSG00000005700	-2.81350036652382	0.562700073304764	0.829847733403609
ENSG00000005801	-4.19461697837105	0.838923395674209	0.797999002746834
ENSG00000005844	-1.62407981730445	0.324815963460889	0.438015315991059
ENSG00000005882	-4.60919640915533	0.921839281831066	0.856494228333242
ENSG00000005884	-1.28737751114621	0.257475502229243	0.194727963519451
ENSG00000005889	-1.55722079679955	0.31144415935991	0.70727828312803
ENSG00000005893	-3.79645380576851	0.759290761153702	0.791681506949969
ENSG00000005961	-2.49422021846706	0.498844043693413	0.0793893890273852
ENSG00000005981	-3.80810315952512	0.761620631905024	0.0456776413875836
ENSG00000006015	-4.13476217569279	0.826952435138558	0.416380475798766
ENSG00000006016	-4.05027949553417	0.810055899106833	0.112715187751953
ENSG00000006025	-3.66709815344258	0.733419630688516	0.817392914086189
ENSG00000006042	-2.241996286277	0.448399257255401	0.0460729612987514
ENSG00000006047	-4.56268827169896	0.912537654339792	0.00595019350731155
ENSG00000006059	-2.35151347629487	0.470302695258973	0.457120158780998
ENSG00000006071	-0.819250680550354	0.163850136110071	0.129193114924144
ENSG00000006116	-1.45210544898947	0.290421089797893	0.548994215287989
ENSG00000006118	-1.07067278112861	0.214134556225723	0.837826678225897
ENSG00000006125	-1.2292840911084	0.245856818221679	0.609298563374075
ENSG00000006128	-2.58155890817342	0.516311781634685	0.871187164395023
ENSG00000006194	-2.99976768516603	0.599953537033206	0.413463120650944
ENSG00000006210	-4.20493922235991	0.840987844471983	0.237981282341355
ENSG00000006282	-1.7523510182042	0.35047020364084	0.762461722468818
ENSG00000006283	-3.28855275530503	0.657710551061006	0.00534747214679109
ENSG00000006327	-3.7632372918307	0.75264745836614	0.428731482080897
ENSG00000006377	-3.60882421431619	0.721764842863237	0.67344630052986
ENSG00000006432	-1.19136994608067	0.238273989216133	0.287826696039403
ENSG00000006451	-3.72926521706072	0.745853043412145	0.0624105446587792
ENSG00000006453	-2.66661543791364	0.533323087582729	0.746255027442111
ENSG00000006459	-1.11332006090242	0.222664012180484	0.68068193053209
ENSG00000006530	-1.60936601729031	0.321873203458063	0.393805690760723
ENSG00000006534	-0.38989749032042	0.0779794980640841	0.859877160004722
ENSG00000006555	-3.16910587210867	0.633821174421734	0.30401045844526
ENSG00000006576	-1.21784513633446	0.243569027266892	0.732011899543913
ENSG00000006607	-2.53617829306984	0.507235658613968	0.895179824548988
ENSG00000006611	-3.41617603444665	0.68323520688933	0.914198197961281
ENSG00000006625	-0.983776467227782	0.196755293445556	0.138409374045277
ENSG00000006652	-0.892133060602413	0.178426612120483	0.535608895416896
ENSG00000006695	-2.28183955816314	0.456367911632628	0.0749362122328706
ENSG00000006704	-0.360098500283302	0.0720197000566605	0.679154415903779
ENSG00000006712	-3.19089608108915	0.638179216217829	0.202783081456897
ENSG00000006715	-0.0103567242171088	0.00207134484342175	0.211963796930739
ENSG00000006740	-1.30410091687997	0.260820183375995	0.188080832854672
ENSG00000006744	-3.83848328967758	0.767696657935517	0.216841734746976
ENSG00000006747	-0.102869321454844	0.0205738642909687	0.208225441434588
ENSG00000006756	-2.36636304129028	0.473272608258056	0.26368906636847
ENSG00000006757	-2.5383259709823	0.50766519419646	0.691039894894209
ENSG00000006831	-2.87822434406469	0.575644868812937	0.184016235661828
ENSG00000006837	-1.94302562605895	0.38860512521179	0.475744882759582
ENSG00000007038	-2.38412261672648	0.476824523345296	0.627603456870261
ENSG00000007047	-3.75010781873833	0.750021563747666	0.438906995264811
ENSG00000007062	-0.721882855121992	0.144376571024398	0.874847012743344
ENSG00000007080	-4.55088321256526	0.910176642513052	0.21931990822627
ENSG00000007129	-2.47438935816145	0.494877871632291	0.190050979620212
ENSG00000007168	-0.653523209622025	0.130704641924405	0.585637844702689
ENSG00000007171	-3.5720025857568	0.71440051715136	0.885597766100532
ENSG00000007174	-3.23179748920902	0.646359497841804	0.574501272466233
ENSG00000007202	-4.97919704140217	0.995839408280434	0.272884057373426
ENSG00000007216	-1.66440368325755	0.33288073665151	0.739862720800742
ENSG00000007237	-4.00482615767188	0.800965231534375	0.221398718083819
ENSG00000007255	-4.90623752793298	0.981247505586595	0.666252052512738
ENSG00000007264	-0.933424223176487	0.186684844635297	0.462088234566651
ENSG00000007306	-2.06443202466425	0.412886404932849	0.191607210709069
ENSG00000007312	-2.17049221628511	0.434098443257023	0.732151020406729
ENSG00000007314	-0.0542605572033748	0.010852111440675	0.210546203073422
ENSG00000007341	-2.06540603515337	0.413081207030673	0.858774235091089
ENSG00000007350	-2.4683421930517	0.493668438610341	0.871652204649656
ENSG00000007372	-0.872955354829331	0.174591070965866	0.966616042679382
ENSG00000007376	-0.800852820676565	0.160170564135313	0.798569881801749
ENSG00000007392	-1.95912936028759	0.391825872057518	0.652071642626033
ENSG00000007402	-2.16515337198399	0.433030674396798	0.487050474680419
ENSG00000007516	-2.47544113324753	0.495088226649507	0.68302630413528
ENSG00000007520	-3.49154072409682	0.698308144819365	0.622321146817646
ENSG00000007541	-3.28494721502064	0.656989443004129	0.519755275944354
ENSG00000007545	-2.647523659009	0.529504731801799	0.732925192196987
ENSG00000007866	-3.67445118969559	0.734890237939119	0.277224798008944
ENSG00000007908	-0.0176178643362456	0.00352357286724912	0.999882057895981
ENSG00000007923	-3.90404607107294	0.780809214214587	0.338659435905895
ENSG00000007933	-4.30921928524895	0.86184385704979	0.48106833107357
ENSG00000007952	-1.99918632012211	0.399837264024422	0.048096564720374
ENSG00000007968	-3.40486367082481	0.680972734164962	0.729841450821668
ENSG00000008018	-0.468488465581652	0.0936976931163305	0.162617303245541
ENSG00000008056	-1.75599759371069	0.351199518742137	0.853249109012191
ENSG00000008083	-1.84459750373835	0.36891950074767	0.292665146095396
ENSG00000008086	-1.87923183477238	0.375846366954476	0.70118518159114
ENSG00000008128	-0.185006043043554	0.0370012086087108	0.489075108552771
ENSG00000008130	-2.36097893117177	0.472195786234355	0.757021103039028
ENSG00000008196	-1.02094240078008	0.204188480156016	0.816716866687557
ENSG00000008197	-1.90700865247249	0.381401730494497	0.00406780153282509
ENSG00000008226	-1.50275046296611	0.300550092593221	0.652710696945164
ENSG00000008256	-0.245211375400911	0.0490422750801822	0.204914414207957
ENSG00000008277	-3.00270446940427	0.600540893880853	0.487616746924866
ENSG00000008282	-4.12624953416285	0.825249906832569	0.332789048800807
ENSG00000008283	-3.72915916565053	0.745831833130106	0.297488277995919
ENSG00000008294	-2.96927451615595	0.59385490323119	0.712257080851451
ENSG00000008300	-1.39613520945785	0.279227041891571	0.793685528685362
ENSG00000008311	-0.0482992959000156	0.00965985918000311	0.296448586105577
ENSG00000008323	-0.18363070368809	0.036726140737618	0.182863671097038
ENSG00000008324	-0.914095063409917	0.182819012681983	0.886859438325862
ENSG00000008382	-4.73289552020091	0.946579104040183	0.626291237690174
ENSG00000008394	-0.350710809160428	0.0701421618320855	0.913581846327805
ENSG00000008405	-1.56523086059414	0.313046172118828	0.319444259511943
ENSG00000008438	-1.88237071323522	0.376474142647044	0.759303322976873
ENSG00000008513	-0.886646929991803	0.177329385998361	0.764806329952165
ENSG00000008516	-4.65214542438661	0.930429084877323	0.604437414111415
ENSG00000008517	-3.71346369600038	0.742692739200076	0.505689828026374
ENSG00000008710	-2.24951677693426	0.449903355386852	0.729185625271787
ENSG00000008735	-0.836462019213686	0.167292403842737	0.606772732000187
ENSG00000008853	-2.56657234440282	0.513314468880564	0.0499113437054562
ENSG00000008869	-1.65144551610046	0.330289103220092	0.690028360756759
ENSG00000008952	-1.07708145145684	0.215416290291368	0.615290623364206
ENSG00000008988	-1.14788471168507	0.229576942337014	0.296969192189063
ENSG00000009307	-0.73120130791024	0.146240261582048	0.569036223449473
ENSG00000009335	-3.64149196866425	0.728298393732851	0.92129876473227
ENSG00000009413	-2.73541178762655	0.547082357525311	0.459226341496142
ENSG00000009694	-4.65908008005527	0.931816016011054	0.14078042094612
ENSG00000009724	-0.280285191314443	0.0560570382628886	0.962906078654025
ENSG00000009765	-2.7425761589664	0.548515231793281	0.162615121071956
ENSG00000009780	-1.32122002547269	0.264244005094538	0.841530026630526
ENSG00000009790	-4.00924667191431	0.801849334382861	0.53494071868177
ENSG00000009830	-0.823067236761763	0.164613447352353	0.918935765213063
ENSG00000009844	-3.45654673363942	0.691309346727883	0.518343098849855
ENSG00000009954	-0.721109197879445	0.144221839575889	0.359435758096043
ENSG00000010017	-3.19183727510539	0.638367455021078	0.203105255509623
ENSG00000010030	-4.2870788496855	0.8574157699371	0.297605320665414
ENSG00000010072	-3.91179126889806	0.782358253779612	0.534457078343959
ENSG00000010165	-1.50447275844198	0.300894551688397	0.158325823904988
ENSG00000010219	-1.76305222547258	0.352610445094516	0.55207115371413
ENSG00000010244	-0.788387451739937	0.157677490347988	0.730674271971762
ENSG00000010256	-3.36462372396557	0.672924744793113	0.349221306008404
ENSG00000010270	-2.92337588022325	0.58467517604465	0.39937360561716
ENSG00000010278	-4.91927691138206	0.983855382276411	0.40705800915246
ENSG00000010282	-3.43807826863693	0.687615653727386	0.983596859017776
ENSG00000010292	-2.89296808201522	0.578593616403045	0.150811507221563
ENSG00000010295	-1.90566193511118	0.381132387022236	0.542775557276853
ENSG00000010310	-2.45770421242036	0.491540842484073	0.89232909917719
ENSG00000010318	-4.02593140282672	0.805186280565343	0.738488128413138
ENSG00000010319	-4.24897944190012	0.849795888380023	0.190244820696002
ENSG00000010322	-2.88711977277424	0.577423954554847	0.74070931595805
ENSG00000010327	-1.4123728432337	0.28247456864674	0.11948061521615
ENSG00000010361	-4.63683577644034	0.927367155288068	0.836702914523716
ENSG00000010379	-1.6834557567921	0.336691151358421	0.338354644096182
ENSG00000010438	-0.680251552268806	0.136050310453761	0.317018177506099
ENSG00000010539	-4.55195569497597	0.910391138995194	0.598228700210292
ENSG00000010610	-2.96728976811185	0.59345795362237	0.00387886554486247
ENSG00000010626	-0.419139539781244	0.0838279079562488	0.405774065877757
ENSG00000010671	-2.09560155298078	0.419120310596155	0.512728571910092
ENSG00000010704	-3.40881779614259	0.681763559228518	0.336891927375629
ENSG00000010803	-4.01003357116172	0.802006714232345	0.449536631315536
ENSG00000010810	-0.573667396427589	0.114733479285518	0.995477179961265
ENSG00000010818	-3.56057910322311	0.712115820644622	0.0386338436830614
ENSG00000010932	-1.85336702896995	0.37067340579399	0.0810009483888184
ENSG00000011007	-2.79138603654919	0.558277207309838	0.10342848582032
ENSG00000011021	-0.388532863413071	0.0777065726826142	0.136682604314512
ENSG00000011028	-2.34294325381245	0.468588650762491	0.0987094361701703
ENSG00000011052	-0.734337975968601	0.14686759519372	0.23892379618546
ENSG00000011083	-4.27078882876247	0.854157765752494	0.886180980413041
ENSG00000011105	-4.79265430788574	0.958530861577148	0.75939285206865
ENSG00000011114	-0.8524301234411	0.17048602468822	0.4642425769455
ENSG00000011132	-2.80817416579761	0.561634833159523	0.185053794314255
ENSG00000011143	-4.74961152482766	0.949922304965531	0.20923385720502
ENSG00000011198	-2.00127697983092	0.400255395966185	0.13224546937321
ENSG00000011243	-2.76160328529293	0.552320657058585	0.982058525959514
ENSG00000011258	-0.799360446720125	0.159872089344025	0.0456829454195809
ENSG00000011260	-1.4166323779986	0.28332647559972	0.573100166830153
ENSG00000011275	-3.78600827683853	0.757201655367706	0.311693363820917
ENSG00000011295	-4.18381247829215	0.83676249565843	0.683775731372086
ENSG00000011304	-3.72834721973139	0.745669443946278	0.606141266034987
ENSG00000011332	-0.826005703872282	0.165201140774456	0.615625606350083
ENSG00000011347	-4.86969564770142	0.973939129540285	0.645820640127081
ENSG00000011376	-4.34687355546385	0.86937471109277	0.450909958817212
ENSG00000011405	-0.136176067306888	0.0272352134613776	0.0401570426441505
ENSG00000011422	-1.46399381185182	0.292798762370363	0.381108064824433
ENSG00000011426	-1.02639798256838	0.205279596513677	0.936120105305854
ENSG00000011451	-4.43184903070595	0.88636980614119	0.639885654026406
ENSG00000011454	-2.96590223035393	0.593180446070787	0.282770550389892
ENSG00000011465	-2.37039796287502	0.474079592575004	0.898266354954422
ENSG00000011478	-0.508385275806201	0.10167705516124	0.400625592412161
ENSG00000011485	-2.73127277682845	0.54625455536569	0.202618291270424
ENSG00000011523	-1.33695478482371	0.267390956964742	0.831800530709887
ENSG00000011566	-3.55722630360052	0.711445260720105	0.311275919671699
ENSG00000011590	-1.93220616632189	0.386441233264378	0.023389576166986
ENSG00000011600	-1.42360334527409	0.284720669054817	0.484823802260535
ENSG00000011638	-1.98765230249934	0.397530460499867	0.108029966144116
ENSG00000011677	-4.91146021700245	0.98229204340049	0.552855355713182
ENSG00000012048	-0.0522607014796796	0.0104521402959359	0.360881709275188
ENSG00000012061	-3.27497106655251	0.654994213310501	0.646574630186992
ENSG00000012124	-4.94348019605957	0.988696039211915	0.145242865666194
ENSG00000012174	-2.21530026877638	0.443060053755276	0.0701794778501462
ENSG00000012211	-0.0985755896210082	0.0197151179242016	0.634871873214048
ENSG00000012223	-2.23554464388687	0.447108928777374	0.729556823208157
ENSG00000012232	-4.06353215836412	0.812706431672823	0.00834385803666199
ENSG00000012660	-3.32060470065255	0.664120940130509	0.965043932676844
ENSG00000012779	-4.18194185832458	0.836388371664916	0.415527514996199
ENSG00000012817	-2.30075772035077	0.460151544070154	0.877767322659532
ENSG00000012822	-3.4333103872051	0.68666207744102	0.628795805678169
ENSG00000012963	-4.14488302830591	0.828976605661181	0.787820821952031
ENSG00000012983	-3.73780007333862	0.747560014667725	0.844221810151863
ENSG00000013016	-0.340287480573161	0.0680574961146322	0.421489983519402
ENSG00000013275	-0.52940990478065	0.10588198095613	0.626812095541353
ENSG00000013288	-3.61195576940653	0.722391153881306	0.275102605761763
ENSG00000013293	-0.180740724906195	0.0361481449812389	0.960689732115526
ENSG00000013297	-4.50730456475143	0.901460912950285	0.133371139498117
ENSG00000013306	-0.0484507318700609	0.00969014637401217	0.402926347962576
ENSG00000013364	-3.35943638403212	0.671887276806424	0.00390778010957215
ENSG00000013374	-3.16680914223816	0.633361828447632	0.772200592117151
ENSG00000013375	-3.20494701470797	0.640989402941595	0.2020831090911
ENSG00000013392	-2.85217110510805	0.570434221021609	0.973984516983493
ENSG00000013441	-1.08578875236043	0.217157750472085	0.0178657554458703
ENSG00000013503	-1.78892528235517	0.357785056471034	0.915755784593584
ENSG00000013523	-4.96130392386696	0.992260784773393	0.619098590344388
ENSG00000013561	-1.93310638571452	0.386621277142903	0.636242621180223
ENSG00000013563	-2.89086464333173	0.578172928666346	0.912109734912575
ENSG00000013573	-1.50431109782744	0.300862219565488	0.360568055926564
ENSG00000013583	-4.76512081353328	0.953024162706656	0.475299580055347
ENSG00000013588	-4.78453951070792	0.956907902141585	0.0450065328105591
ENSG00000013619	-1.34588231433284	0.269176462866568	0.689996188471664
ENSG00000013725	-0.604885621727673	0.120977124345535	0.497476572648726
ENSG00000013810	-1.66734112350234	0.333468224700468	0.120435756627359
ENSG00000014123	-3.16742288172732	0.633484576345464	0.259434470738177
ENSG00000014138	-0.739433103726064	0.147886620745213	0.382790067320265
ENSG00000014164	-4.66132629654575	0.93226525930915	0.0667651926415617
ENSG00000014216	-4.29299707939175	0.85859941587835	0.282011704237826
ENSG00000014257	-1.61233967625487	0.322467935250973	0.876768562325203
ENSG00000014641	-4.0710588296662	0.814211765933239	0.265934668008112
ENSG00000014824	-3.67574614398841	0.735149228797681	0.0808268127675938
ENSG00000014914	-3.60566713495222	0.721133426990444	0.351523583775065
ENSG00000014919	-4.02456247241917	0.804912494483834	0.409451730130951
ENSG00000015133	-1.88009986223897	0.376019972447795	0.783172652006712
ENSG00000015153	-1.48147788727939	0.296295577455878	0.0530949372848103
ENSG00000015171	-0.929409359976481	0.185881871995296	0.512440975682234
ENSG00000015285	-4.64619058426054	0.929238116852107	0.498053898401871
ENSG00000015413	-1.46842304847248	0.293684609694495	0.436104606134188
ENSG00000015475	-1.2018354096655	0.240367081933101	0.89923488606538
ENSG00000015479	-4.01157611420334	0.802315222840669	0.316813474095716
ENSG00000015520	-0.167610279508562	0.0335220559017123	0.0548910303605831
ENSG00000015568	-3.29299745241438	0.658599490482876	0.947033922154639
ENSG00000015592	-4.61353260205652	0.922706520411304	0.0476531877509603
ENSG00000015676	-3.40354540058128	0.680709080116256	0.38413590606116
ENSG00000016082	-0.706925090537472	0.141385018107494	0.767388949178807
ENSG00000016391	-4.85626040595903	0.971252081191806	0.739930242060032
ENSG00000016402	-0.530188816286709	0.106037763257342	0.0203656209626339
ENSG00000016490	-1.17391269576014	0.234782539152027	0.264049864994758
ENSG00000016602	-2.61398905656264	0.522797811312529	0.100153179171604
ENSG00000016864	-0.185088555381442	0.0370177110762884	0.113414357786427
ENSG00000017260	-3.57332885487285	0.714665770974569	0.0978397769024844
ENSG00000017427	-0.729455803793695	0.145891160758739	0.898581801979864
ENSG00000017483	-4.05342854594958	0.810685709189915	0.244577546589503
ENSG00000017797	-2.78253192559657	0.556506385119314	0.885208234406328
ENSG00000018189	-4.95307672233696	0.990615344467392	0.998593590520843
ENSG00000018236	-0.765414984348316	0.153082996869663	0.82842211256726
ENSG00000018280	-4.16213993425921	0.832427986851842	0.434844528504877
ENSG00000018408	-3.20661089494212	0.641322178988425	0.57386848268614
ENSG00000018510	-3.47944821526242	0.695889643052483	0.259686741947767
ENSG00000018610	-1.19760736173369	0.239521472346739	0.0605324448306366
ENSG00000018625	-4.50853050054321	0.901706100108641	0.10371850061876
ENSG00000018699	-0.413834084769824	0.0827668169539648	0.720570914930508
ENSG00000018869	-0.810731661566408	0.162146332313282	0.96222465221276
ENSG00000019102	-4.12983194099375	0.825966388198749	0.0303210407584861
ENSG00000019144	-0.493116146424689	0.0986232292849377	0.188873990639156
ENSG00000019169	-3.03745033374518	0.607490066749036	0.479366836212939
ENSG00000019186	-0.156766093833101	0.0313532187666201	0.190962994518224
ENSG00000019485	-1.03486716474277	0.206973432948555	0.709920847444687
ENSG00000019505	-0.0589296897575255	0.0117859379515051	0.644125169428992
ENSG00000019549	-2.46716086419265	0.493432172838531	0.923199000137602
ENSG00000019582	-4.04544489334739	0.809088978669477	0.544050752248146
ENSG00000019991	-2.46944226681876	0.493888453363752	0.66627447649978
ENSG00000019995	-4.28832531906034	0.857665063812068	0.435366250360149
ENSG00000020129	-1.14203949115313	0.228407898230627	0.0179008639403783
ENSG00000020181	-0.00860617755710635	0.00172123551142127	0.743382131959561
ENSG00000020256	-1.53201045611044	0.306402091222088	0.990488503441131
ENSG00000020426	-2.99559321238828	0.599118642477657	0.0502993711146305
ENSG00000020577	-2.92650238340629	0.585300476681258	0.391246864253369
ENSG00000020633	-3.58249361385454	0.716498722770907	0.407412559520874
ENSG00000020922	-1.87035936651309	0.374071873302618	0.893835911877486
ENSG00000021355	-3.63404693212355	0.72680938642471	0.414503754651034
ENSG00000021461	-1.29731848297822	0.259463696595643	0.280929653721721
ENSG00000021488	-4.20089391221382	0.840178782442763	0.119449951489445
ENSG00000021574	-2.80363597261588	0.560727194523176	0.10247676325729
ENSG00000021645	-4.96908356306964	0.993816712613929	0.328745267583405
ENSG00000021762	-4.14401719630165	0.828803439260329	0.879560098566732
ENSG00000021826	-2.59310571834201	0.518621143668402	0.351856163827788
ENSG00000021852	-1.24306123007195	0.24861224601439	0.0299648051421984
ENSG00000022267	-3.32193150484371	0.664386300968743	0.225152885911452
ENSG00000022277	-1.40535344501615	0.281070689003229	0.395148572869852
ENSG00000022355	-3.72965270692219	0.745930541384438	0.754407546223091
ENSG00000022556	-2.46490272393138	0.492980544786276	0.103269919169466
ENSG00000022567	-1.23609481477943	0.247218962955887	0.369488777658206
ENSG00000022840	-2.2975842442772	0.45951684885544	0.473177214557486
ENSG00000022976	-3.27167152960259	0.654334305920518	0.591781898873416
ENSG00000023041	-0.338489101248983	0.0676978202497966	0.533882819327962
ENSG00000023171	-0.707086491901028	0.141417298380206	0.481799702310613
ENSG00000023191	-2.25296329051074	0.450592658102149	0.239240048705005
ENSG00000023287	-4.76022022963497	0.952044045926993	0.54201306989109
ENSG00000023318	-1.12460832454277	0.224921664908554	0.397429631611649
ENSG00000023330	-0.117140390633161	0.0234280781266323	0.0455400212008633
ENSG00000023445	-2.45638320963398	0.491276641926796	0.610499487504988
ENSG00000023516	-1.57177389584865	0.314354779169729	0.608912205215906
ENSG00000023572	-3.36612260601114	0.673224521202229	0.871898048122879
ENSG00000023734	-2.14961708822787	0.429923417645573	0.877621035195396
ENSG00000023839	-1.95721152540861	0.391442305081721	0.244310941492708
ENSG00000023892	-4.08085110473743	0.816170220947486	0.661292887244308
ENSG00000023909	-3.24066716695196	0.648133433390391	0.907118780261594
ENSG00000024048	-0.868081326060337	0.173616265212067	0.0655975772272895
ENSG00000024422	-3.15207524744832	0.630415049489663	0.739354491444338
ENSG00000024526	-0.925336140166459	0.185067228033292	0.599525164664692
ENSG00000024862	-2.80798640798627	0.561597281597255	0.868729231923231
ENSG00000025156	-1.96840514782071	0.393681029564141	0.888847893081961
ENSG00000025293	-1.32079375195189	0.264158750390378	0.323368317566526
ENSG00000025423	-1.63202391568764	0.326404783137528	0.779645837277089
ENSG00000025434	-2.29001057233898	0.458002114467797	0.0994490848656532
ENSG00000025708	-3.13700320295627	0.627400640591253	0.676583653923589
ENSG00000025770	-1.08629658364676	0.217259316729352	0.524926364658622
ENSG00000025772	-2.59898196057024	0.519796392114049	0.922600851576021
ENSG00000025796	-3.87845213262992	0.775690426525983	0.375658089685756
ENSG00000025800	-1.86647978644295	0.37329595728859	0.841194453925251
